path	value
[].Physiology and metabolism.API coryne.[].LAC	+/-
[].Physiology and metabolism.API coryne.[].LAC	-
[].Physiology and metabolism.API coryne.[].LAC	+
[].Physiology and metabolism.API coryne.[].GLYG	-
[].Physiology and metabolism.API coryne.[].GLYG	+/-
[].Physiology and metabolism.API coryne.[].GLYG	+
[].Physiology and metabolism.API coryne.[].MAL	+/-
[].Physiology and metabolism.API coryne.[].MAL	+
[].Physiology and metabolism.API coryne.[].MAL	-
[].Physiology and metabolism.API 20STR.VP	-
[].Physiology and metabolism.API 20STR.VP	+
[].Physiology and metabolism.API 20STR.TRE	+/-
[].Physiology and metabolism.API 20STR.TRE	+
[].Physiology and metabolism.API 20STR.TRE	-
[].Physiology and metabolism.API 20STR.SOR	+
[].Physiology and metabolism.API 20STR.SOR	-
[].Physiology and metabolism.API 20STR.RIB	-
[].Physiology and metabolism.API 20STR.RIB	+/-
[].Physiology and metabolism.API 20STR.RIB	+
[].Physiology and metabolism.API 20STR.RAF	-
[].Physiology and metabolism.API 20STR.RAF	+
[].Physiology and metabolism.API 20STR.PYRA	+/-
[].Physiology and metabolism.API 20STR.PYRA	+
[].Physiology and metabolism.API 20STR.PYRA	-
[].Physiology and metabolism.API 20STR.PAL	+
[].Physiology and metabolism.API 20STR.PAL	-
[].Physiology and metabolism.API 20STR.MAN	+
[].Physiology and metabolism.API 20STR.MAN	+/-
[].Physiology and metabolism.API 20STR.MAN	-
[].Physiology and metabolism.API 20STR.LAP	+
[].Physiology and metabolism.API 20STR.LAP	-
[].Physiology and metabolism.API 20STR.LAC	+
[].Physiology and metabolism.API 20STR.LAC	+/-
[].Physiology and metabolism.API 20STR.LAC	-
[].Physiology and metabolism.API 20STR.INU	-
[].Physiology and metabolism.API 20STR.INU	+
[].Physiology and metabolism.API 20STR.HIP	-
[].Physiology and metabolism.API 20STR.HIP	+
[].Physiology and metabolism.API 20STR.GLYG	+/-
[].Physiology and metabolism.API 20STR.GLYG	-
[].Physiology and metabolism.API 20STR.GLYG	+
[].Physiology and metabolism.API 20STR.ESC	+/-
[].Physiology and metabolism.API 20STR.ESC	-
[].Physiology and metabolism.API 20STR.ESC	+
[].Physiology and metabolism.API 20STR.beta GUR	-
[].Physiology and metabolism.API 20STR.beta GUR	+
[].Physiology and metabolism.API 20STR.beta GAL	+
[].Physiology and metabolism.API 20STR.beta GAL	+/-
[].Physiology and metabolism.API 20STR.beta GAL	-
[].Physiology and metabolism.API 20STR.ARA	+
[].Physiology and metabolism.API 20STR.ARA	-
[].Physiology and metabolism.API 20STR.AMD	+
[].Physiology and metabolism.API 20STR.AMD	-
[].Physiology and metabolism.API 20STR.alpha GAL	+/-
[].Physiology and metabolism.API 20STR.alpha GAL	+
[].Physiology and metabolism.API 20STR.alpha GAL	-
[].Physiology and metabolism.API 20STR.ADH	+/-
[].Physiology and metabolism.API 20STR.ADH	-
[].Physiology and metabolism.API 20STR.ADH	+
[].Physiology and metabolism.metabolite utilization.utilization activity	-
[].Physiology and metabolism.metabolite utilization.utilization activity	+
[].Physiology and metabolism.API CAM.TTC	-
[].Physiology and metabolism.API CAM.TTC	+/-
[].Physiology and metabolism.API CAM.TTC	+
[].Physiology and metabolism.API CAM.PYRA	+/-
[].Physiology and metabolism.API CAM.PYRA	-
[].Physiology and metabolism.API CAM.PYRA	+
[].Physiology and metabolism.API CAM.PAL	+/-
[].Physiology and metabolism.API CAM.PAL	+
[].Physiology and metabolism.API CAM.PAL	-
[].Physiology and metabolism.API CAM.GGT	+/-
[].Physiology and metabolism.API CAM.GGT	+
[].Physiology and metabolism.API CAM.GGT	-
[].Physiology and metabolism.API CAM.URE	+
[].Physiology and metabolism.API CAM.URE	-
[].Physiology and metabolism.API CAM.NIT	+
[].Physiology and metabolism.API CAM.NIT	+/-
[].Physiology and metabolism.API CAM.NIT	-
[].Physiology and metabolism.API CAM.HIP	+
[].Physiology and metabolism.API CAM.HIP	+/-
[].Physiology and metabolism.API CAM.HIP	-
[].Physiology and metabolism.API CAM.EST	-
[].Physiology and metabolism.API CAM.EST	+/-
[].Physiology and metabolism.API CAM.EST	+
[].Physiology and metabolism.API CAM.AspA	-
[].Physiology and metabolism.API CAM.AspA	+
[].Physiology and metabolism.API CAM.ArgA	+
[].Physiology and metabolism.API CAM.ArgA	-
[].Physiology and metabolism.API CAM.ArgA	+/-
[].Physiology and metabolism.API CAM.SUT	+/-
[].Physiology and metabolism.API CAM.SUT	+
[].Physiology and metabolism.API CAM.SUT	-
[].Physiology and metabolism.API CAM.MLT	+
[].Physiology and metabolism.API CAM.MLT	+/-
[].Physiology and metabolism.API CAM.MLT	-
[].Physiology and metabolism.API CAM.H2S	-
[].Physiology and metabolism.API CAM.H2S	+
[].Physiology and metabolism.API CAM.GLU	+/-
[].Physiology and metabolism.API CAM.GLU	+
[].Physiology and metabolism.API CAM.GLU	-
[].Physiology and metabolism.API CAM.CFZ	+
[].Physiology and metabolism.API CAM.CFZ	+/-
[].Physiology and metabolism.API CAM.CFZ	-
[].Morphology.colony morphology.[].type of hemolysis	alpha
[].Morphology.colony morphology.[].type of hemolysis	CAMP test
[].Morphology.colony morphology.[].type of hemolysis	gamma
[].Morphology.colony morphology.[].type of hemolysis	alpha/beta
[].Morphology.colony morphology.[].type of hemolysis	beta
[].Physiology and metabolism.API CAM.PROP	-
[].Physiology and metabolism.API CAM.PROP	+/-
[].Physiology and metabolism.API CAM.PROP	+
[].Physiology and metabolism.API CAM.NAL	+/-
[].Physiology and metabolism.API CAM.NAL	-
[].Physiology and metabolism.API CAM.NAL	+
[].Physiology and metabolism.API CAM.ERO	+/-
[].Physiology and metabolism.API CAM.ERO	+
[].Physiology and metabolism.API CAM.ERO	-
[].Physiology and metabolism.API CAM.CIT	+
[].Physiology and metabolism.API CAM.CIT	+/-
[].Physiology and metabolism.API CAM.CIT	-
[].Physiology and metabolism.API CAM.ACE	+/-
[].Physiology and metabolism.API CAM.ACE	-
[].Physiology and metabolism.API CAM.ACE	+
[].Physiology and metabolism.API CAM.[].CAT	+/-
[].Physiology and metabolism.API CAM.[].CAT	+
[].Physiology and metabolism.API CAM.[].CAT	-
[].Safety information.risk assessment.pathogenicity plant	yes
[].Safety information.risk assessment.pathogenicity plant	yes, in single cases
[].Physiology and metabolism.API CAM.CAT	+/-
[].Physiology and metabolism.API CAM.CAT	-
[].Physiology and metabolism.API CAM.CAT	+
[].Physiology and metabolism.API 20STR.beta HEM	-
[].Physiology and metabolism.API 20STR.beta HEM	+
[].Physiology and metabolism.API coryne.[].GLU	-
[].Physiology and metabolism.API coryne.[].GLU	+/-
[].Physiology and metabolism.API coryne.[].GLU	+
[].Physiology and metabolism.API LIST.XYL	+
[].Physiology and metabolism.API LIST.XYL	-
[].Physiology and metabolism.API LIST.RIB	+
[].Physiology and metabolism.API LIST.RIB	-
[].Physiology and metabolism.API LIST.RHA	+/-
[].Physiology and metabolism.API LIST.RHA	-
[].Physiology and metabolism.API LIST.RHA	+
[].Physiology and metabolism.API LIST.MDG	+
[].Physiology and metabolism.API LIST.MDG	-
[].Physiology and metabolism.API LIST.G1P	-
[].Physiology and metabolism.API LIST.G1P	+
[].Physiology and metabolism.API LIST.ESC	-
[].Physiology and metabolism.API LIST.ESC	+
[].Physiology and metabolism.API LIST.DARL	+
[].Physiology and metabolism.API LIST.DARL	-
[].Physiology and metabolism.API LIST.alpha MAN	-
[].Physiology and metabolism.API LIST.alpha MAN	+
[].Physiology and metabolism.API LIST.TAG	+
[].Physiology and metabolism.API LIST.TAG	-
[].Physiology and metabolism.API LIST.DIM	+
[].Physiology and metabolism.API LIST.DIM	-
[].Physiology and metabolism.API coryne.[].Control	+
[].Physiology and metabolism.API coryne.[].Control	-
[].Physiology and metabolism.spore formation.[].type of spore	myxospore
[].Physiology and metabolism.spore formation.[].type of spore	endospore
[].Physiology and metabolism.spore formation.[].type of spore	exospore (microbial cyst)
[].Physiology and metabolism.spore formation.[].type of spore	spore
[].Physiology and metabolism.spore formation.[].type of spore	zoospore
[].Physiology and metabolism.spore formation.[].type of spore	arthrospore
[].Physiology and metabolism.API STA.XYL	-
[].Physiology and metabolism.API STA.XYL	+
[].Physiology and metabolism.API STA.XLT	-
[].Physiology and metabolism.API STA.XLT	+
[].Physiology and metabolism.API STA.VP	-
[].Physiology and metabolism.API STA.VP	+
[].Physiology and metabolism.API STA.URE	+
[].Physiology and metabolism.API STA.URE	-
[].Physiology and metabolism.API STA.TRE	-
[].Physiology and metabolism.API STA.TRE	+
[].Physiology and metabolism.API STA.SAC	-
[].Physiology and metabolism.API STA.SAC	+
[].Physiology and metabolism.API STA.RAF	-
[].Physiology and metabolism.API STA.RAF	+
[].Physiology and metabolism.API STA.PAL	+
[].Physiology and metabolism.API STA.PAL	-
[].Physiology and metabolism.API STA.NIT	+
[].Physiology and metabolism.API STA.NIT	-
[].Physiology and metabolism.API STA.NAG	-
[].Physiology and metabolism.API STA.NAG	+/-
[].Physiology and metabolism.API STA.NAG	+
[].Physiology and metabolism.API STA.MNE	+
[].Physiology and metabolism.API STA.MNE	-
[].Physiology and metabolism.API STA.MEL	+
[].Physiology and metabolism.API STA.MEL	-
[].Physiology and metabolism.API STA.MDG	-
[].Physiology and metabolism.API STA.MDG	+
[].Physiology and metabolism.API STA.MAN	-
[].Physiology and metabolism.API STA.MAN	+
[].Physiology and metabolism.API STA.MAL	-
[].Physiology and metabolism.API STA.MAL	+
[].Physiology and metabolism.API STA.LAC	-
[].Physiology and metabolism.API STA.LAC	+
[].Physiology and metabolism.API STA.GLU	+
[].Physiology and metabolism.API STA.GLU	-
[].Physiology and metabolism.API STA.FRU	-
[].Physiology and metabolism.API STA.FRU	+
[].Physiology and metabolism.API STA.ADH	-
[].Physiology and metabolism.API STA.ADH	+
[].Physiology and metabolism.API coryne.[].CAT	+
[].Physiology and metabolism.API coryne.[].CAT	-
[].Physiology and metabolism.API STA.LSTR	-
[].Physiology and metabolism.API STA.LSTR	+
[].Physiology and metabolism.fatty acid profile.incubation_oxygen	aerobic
[].Physiology and metabolism.fatty acid profile.incubation_oxygen	anaerobic
[].Physiology and metabolism.fatty acid profile.incubation_oxygen	microaerophil
[].Physiology and metabolism.API 20A.XYL	-
[].Physiology and metabolism.API 20A.XYL	+/-
[].Physiology and metabolism.API 20A.XYL	+
[].Physiology and metabolism.API 20A.URE	-
[].Physiology and metabolism.API 20A.URE	+
[].Physiology and metabolism.API 20A.TRE	+
[].Physiology and metabolism.API 20A.TRE	+/-
[].Physiology and metabolism.API 20A.TRE	-
[].Physiology and metabolism.API 20A.SOR	-
[].Physiology and metabolism.API 20A.SOR	+/-
[].Physiology and metabolism.API 20A.SOR	+
[].Physiology and metabolism.API 20A.SAL	+
[].Physiology and metabolism.API 20A.SAL	+/-
[].Physiology and metabolism.API 20A.SAL	-
[].Physiology and metabolism.API 20A.SAC	+
[].Physiology and metabolism.API 20A.SAC	+/-
[].Physiology and metabolism.API 20A.SAC	-
[].Physiology and metabolism.API 20A.RHA	+
[].Physiology and metabolism.API 20A.RHA	+/-
[].Physiology and metabolism.API 20A.RHA	-
[].Physiology and metabolism.API 20A.RAF	+/-
[].Physiology and metabolism.API 20A.RAF	+
[].Physiology and metabolism.API 20A.RAF	-
[].Physiology and metabolism.API 20A.MNE	+/-
[].Physiology and metabolism.API 20A.MNE	+
[].Physiology and metabolism.API 20A.MNE	-
[].Physiology and metabolism.API 20A.MLZ	+
[].Physiology and metabolism.API 20A.MLZ	+/-
[].Physiology and metabolism.API 20A.MLZ	-
[].Physiology and metabolism.API 20A.MAN	+/-
[].Physiology and metabolism.API 20A.MAN	-
[].Physiology and metabolism.API 20A.MAN	+
[].Physiology and metabolism.API 20A.MAL	+
[].Physiology and metabolism.API 20A.MAL	+/-
[].Physiology and metabolism.API 20A.MAL	-
[].Physiology and metabolism.API 20A.LAC	+
[].Physiology and metabolism.API 20A.LAC	-
[].Physiology and metabolism.API 20A.LAC	+/-
[].Physiology and metabolism.API 20A.GLY	+/-
[].Physiology and metabolism.API 20A.GLY	+
[].Physiology and metabolism.API 20A.GLY	-
[].Physiology and metabolism.API 20A.GLU	+/-
[].Physiology and metabolism.API 20A.GLU	-
[].Physiology and metabolism.API 20A.GLU	+
[].Physiology and metabolism.API 20A.GEL	+
[].Physiology and metabolism.API 20A.GEL	-
[].Physiology and metabolism.API 20A.GEL	+/-
[].Physiology and metabolism.API 20A.CEL	+/-
[].Physiology and metabolism.API 20A.CEL	-
[].Physiology and metabolism.API 20A.CEL	+
[].Physiology and metabolism.API 20A.ARA	+/-
[].Physiology and metabolism.API 20A.ARA	+
[].Physiology and metabolism.API 20A.ARA	-
[].Physiology and metabolism.API 20A.ESC	+
[].Physiology and metabolism.API 20A.ESC	-
[].Physiology and metabolism.API 20A.ESC	+/-
[].External links.phages.@ref	124042
[].Physiology and metabolism.API 20A.IND	+
[].Physiology and metabolism.API 20A.IND	-
[].Physiology and metabolism.API 20A.[].XYL	-
[].Physiology and metabolism.API 20A.[].XYL	+/-
[].Physiology and metabolism.API 20A.[].XYL	+
[].Physiology and metabolism.API 20A.[].URE	+
[].Physiology and metabolism.API 20A.[].URE	-
[].Physiology and metabolism.API 20A.[].TRE	+
[].Physiology and metabolism.API 20A.[].TRE	-
[].Physiology and metabolism.API 20A.[].TRE	+/-
[].Physiology and metabolism.API 20A.[].SOR	+/-
[].Physiology and metabolism.API 20A.[].SOR	+
[].Physiology and metabolism.API 20A.[].SOR	-
[].Physiology and metabolism.API 20A.[].SAL	-
[].Physiology and metabolism.API 20A.[].SAL	+
[].Physiology and metabolism.API 20A.[].SAL	+/-
[].Physiology and metabolism.API 20A.[].SAC	-
[].Physiology and metabolism.API 20A.[].SAC	+/-
[].Physiology and metabolism.API 20A.[].SAC	+
[].Physiology and metabolism.API 20A.[].RHA	-
[].Physiology and metabolism.API 20A.[].RHA	+/-
[].Physiology and metabolism.API 20A.[].RHA	+
[].Physiology and metabolism.API 20A.[].RAF	+/-
[].Physiology and metabolism.API 20A.[].RAF	-
[].Physiology and metabolism.API 20A.[].RAF	+
[].Physiology and metabolism.API 20A.[].MNE	-
[].Physiology and metabolism.API 20A.[].MNE	+/-
[].Physiology and metabolism.API 20A.[].MNE	+
[].Physiology and metabolism.API 20A.[].MLZ	-
[].Physiology and metabolism.API 20A.[].MLZ	+/-
[].Physiology and metabolism.API 20A.[].MLZ	+
[].Physiology and metabolism.API 20A.[].MAN	+
[].Physiology and metabolism.API 20A.[].MAN	+/-
[].Physiology and metabolism.API 20A.[].MAN	-
[].Physiology and metabolism.API 20A.[].MAL	-
[].Physiology and metabolism.API 20A.[].MAL	+/-
[].Physiology and metabolism.API 20A.[].MAL	+
[].Physiology and metabolism.API 20A.[].LAC	+
[].Physiology and metabolism.API 20A.[].LAC	-
[].Physiology and metabolism.API 20A.[].LAC	+/-
[].Physiology and metabolism.API 20A.[].GLY	+/-
[].Physiology and metabolism.API 20A.[].GLY	+
[].Physiology and metabolism.API 20A.[].GLY	-
[].Physiology and metabolism.API 20A.[].GLU	-
[].Physiology and metabolism.API 20A.[].GLU	+/-
[].Physiology and metabolism.API 20A.[].GLU	+
[].Physiology and metabolism.API 20A.[].GEL	+
[].Physiology and metabolism.API 20A.[].GEL	+/-
[].Physiology and metabolism.API 20A.[].GEL	-
[].Physiology and metabolism.API 20A.[].CEL	+
[].Physiology and metabolism.API 20A.[].CEL	-
[].Physiology and metabolism.API 20A.[].CEL	+/-
[].Physiology and metabolism.API 20A.[].ARA	+/-
[].Physiology and metabolism.API 20A.[].ARA	+
[].Physiology and metabolism.API 20A.[].ARA	-
[].Physiology and metabolism.API 20A.[].ESC	+/-
[].Physiology and metabolism.API 20A.[].ESC	-
[].Physiology and metabolism.API 20A.[].ESC	+
[].Physiology and metabolism.antibiogram.[].incubation time	1
[].Physiology and metabolism.antibiogram.[].incubation time	2
[].Physiology and metabolism.API 20A.[].IND	+/-
[].Physiology and metabolism.API 20A.[].IND	+
[].Physiology and metabolism.API 20A.[].IND	-
[].Physiology and metabolism.antibiogram.teicoplanin	10
[].Physiology and metabolism.antibiogram.teicoplanin	16
[].Physiology and metabolism.antibiogram.teicoplanin	16-18
[].Physiology and metabolism.antibiogram.teicoplanin	0
[].Physiology and metabolism.antibiogram.teicoplanin	n.d.
[].Physiology and metabolism.antibiogram.teicoplanin	20-22
[].Physiology and metabolism.antibiogram.teicoplanin	18-20
[].Physiology and metabolism.antibiogram.teicoplanin	20
[].Physiology and metabolism.antibiogram.teicoplanin	10-12
[].Physiology and metabolism.antibiogram.teicoplanin	22
[].Physiology and metabolism.antibiogram.teicoplanin	18
[].Physiology and metabolism.antibiogram.teicoplanin	14
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	10
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	28-30
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	16-18
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	0
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	30
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	28
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	8
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	n.d.
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	18-20
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	20
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	24
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	22
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	14
[].Physiology and metabolism.antibiogram.quinupristin/dalfopristin	32
[].Physiology and metabolism.antibiogram.polymyxin b	16
[].Physiology and metabolism.antibiogram.polymyxin b	10
[].Physiology and metabolism.antibiogram.polymyxin b	16-18
[].Physiology and metabolism.antibiogram.polymyxin b	0
[].Physiology and metabolism.antibiogram.polymyxin b	10-12
[].Physiology and metabolism.antibiogram.polymyxin b	8-10
[].Physiology and metabolism.antibiogram.polymyxin b	6
[].Physiology and metabolism.antibiogram.polymyxin b	12
[].Physiology and metabolism.antibiogram.polymyxin b	8
[].Physiology and metabolism.antibiogram.polymyxin b	12-14
[].Physiology and metabolism.antibiogram.polymyxin b	6-8
[].Physiology and metabolism.antibiogram.polymyxin b	14-16
[].Physiology and metabolism.antibiogram.polymyxin b	14
[].Physiology and metabolism.antibiogram.polymyxin b	18
[].Physiology and metabolism.antibiogram.nystatin	6
[].Physiology and metabolism.antibiogram.nystatin	0
[].Physiology and metabolism.antibiogram.nystatin	n.d.
[].Physiology and metabolism.antibiogram.nystatin	8
[].Physiology and metabolism.antibiogram.nystatin	12-14
[].Physiology and metabolism.antibiogram.medium	Mueller Hinton
[].Physiology and metabolism.antibiogram.medium	Mueller-Hinton Agar
[].Physiology and metabolism.antibiogram.medium	M 693
[].Physiology and metabolism.antibiogram.medium	M 514
[].Safety information.risk assessment.[].pathogenicity plant	yes
[].Safety information.risk assessment.[].pathogenicity plant	yes, in single cases
[].Physiology and metabolism.metabolite tests.[].citrate test	+
[].Physiology and metabolism.metabolite tests.[].citrate test	+/-
[].Physiology and metabolism.metabolite tests.[].citrate test	-
[].Physiology and metabolism.API LIST.[].XYL	+
[].Physiology and metabolism.API LIST.[].XYL	+/-
[].Physiology and metabolism.API LIST.[].XYL	-
[].Physiology and metabolism.API LIST.[].TAG	+/-
[].Physiology and metabolism.API LIST.[].TAG	+
[].Physiology and metabolism.API LIST.[].TAG	-
[].Physiology and metabolism.API LIST.[].RIB	-
[].Physiology and metabolism.API LIST.[].RIB	+/-
[].Physiology and metabolism.API LIST.[].RIB	+
[].Physiology and metabolism.API LIST.[].RHA	+
[].Physiology and metabolism.API LIST.[].RHA	+/-
[].Physiology and metabolism.API LIST.[].RHA	-
[].Physiology and metabolism.API LIST.[].MDG	+
[].Physiology and metabolism.API LIST.[].MDG	+/-
[].Physiology and metabolism.API LIST.[].MDG	-
[].Physiology and metabolism.API LIST.[].G1P	+
[].Physiology and metabolism.API LIST.[].G1P	+/-
[].Physiology and metabolism.API LIST.[].G1P	-
[].Physiology and metabolism.API LIST.[].ESC	-
[].Physiology and metabolism.API LIST.[].ESC	+
[].Physiology and metabolism.API LIST.[].DARL	+
[].Physiology and metabolism.API LIST.[].DARL	+/-
[].Physiology and metabolism.API LIST.[].DARL	-
[].Physiology and metabolism.API LIST.[].alpha MAN	+
[].Physiology and metabolism.API LIST.[].alpha MAN	+/-
[].Physiology and metabolism.API LIST.[].alpha MAN	-
[].Physiology and metabolism.API LIST.[].DIM	+/-
[].Physiology and metabolism.API LIST.[].DIM	+
[].Physiology and metabolism.API LIST.[].DIM	-
[].Physiology and metabolism.fatty acid profile.[].system	MIS MIDI
[].Physiology and metabolism.API LIST.beta HEM	+
[].Physiology and metabolism.API LIST.beta HEM	-
[].Physiology and metabolism.API 20E.[].NO2	+/-
[].Physiology and metabolism.API 20E.[].NO2	+
[].Physiology and metabolism.API 20E.[].NO2	-
[].Physiology and metabolism.antibiogram.incubation temperature	37
[].Physiology and metabolism.antibiogram.incubation temperature	28
[].Physiology and metabolism.antibiogram.incubation temperature	30
[].Physiology and metabolism.API 20E.[].N2	-
[].Physiology and metabolism.API 20E.[].N2	+/-
[].Physiology and metabolism.API 20E.[].N2	+
[].Physiology and metabolism.antibiogram.oxygen condition	aerob
[].Physiology and metabolism.antibiogram.oxygen condition	microaerophil
[].Physiology and metabolism.fatty acid profile.[].agar/liquid	agar
[].Physiology and metabolism.fatty acid profile.[].agar/liquid	liquid
[].Physiology and metabolism.API LIST.[].beta HEM	+
[].Physiology and metabolism.API LIST.[].beta HEM	-
[].Physiology and metabolism.API 20A.[].CAT	+/-
[].Physiology and metabolism.API 20A.[].CAT	-
[].Physiology and metabolism.API 20A.[].CAT	+
[].Physiology and metabolism.API 20A.CAT	+/-
[].Physiology and metabolism.API 20A.CAT	+
[].Physiology and metabolism.API 20A.CAT	-
[].Physiology and metabolism.API 20A.[].COCC	+
[].Physiology and metabolism.API 20A.[].COCC	-
[].Physiology and metabolism.API 20A.[].GRAM	-
[].Physiology and metabolism.API 20A.[].GRAM	+
[].Physiology and metabolism.antibiotic resistance.[].is intermediate	yes
[].Physiology and metabolism.API ID32E.[].URE	-
[].Physiology and metabolism.API ID32E.[].URE	+
[].Physiology and metabolism.API ID32E.[].TRE	-
[].Physiology and metabolism.API ID32E.[].TRE	+
[].Physiology and metabolism.API ID32E.[].SOR	+
[].Physiology and metabolism.API ID32E.[].SOR	-
[].Physiology and metabolism.API ID32E.[].SAC	-
[].Physiology and metabolism.API ID32E.[].SAC	+
[].Physiology and metabolism.API ID32E.[].RP	-
[].Physiology and metabolism.API ID32E.[].RP	+
[].Physiology and metabolism.API ID32E.[].RHA	+
[].Physiology and metabolism.API ID32E.[].RHA	-
[].Physiology and metabolism.API ID32E.[].PLE	+
[].Physiology and metabolism.API ID32E.[].PLE	-
[].Physiology and metabolism.API ID32E.[].ODC	+
[].Physiology and metabolism.API ID32E.[].ODC	-
[].Physiology and metabolism.API ID32E.[].MNT	+
[].Physiology and metabolism.API ID32E.[].MNT	-
[].Physiology and metabolism.API ID32E.[].MAN	-
[].Physiology and metabolism.API ID32E.[].MAN	+
[].Physiology and metabolism.API ID32E.[].MAL	+
[].Physiology and metabolism.API ID32E.[].MAL	-
[].Physiology and metabolism.API ID32E.[].LIP	-
[].Physiology and metabolism.API ID32E.[].LIP	+
[].Physiology and metabolism.API ID32E.[].LDC Lys	-
[].Physiology and metabolism.API ID32E.[].LDC Lys	+
[].Physiology and metabolism.API ID32E.[].LARL	+
[].Physiology and metabolism.API ID32E.[].LARL	-
[].Physiology and metabolism.API ID32E.[].LARA	+
[].Physiology and metabolism.API ID32E.[].LARA	-
[].Physiology and metabolism.API ID32E.[].INO	+
[].Physiology and metabolism.API ID32E.[].INO	-
[].Physiology and metabolism.API ID32E.[].IND	-
[].Physiology and metabolism.API ID32E.[].IND	+
[].Physiology and metabolism.API ID32E.[].GLU	-
[].Physiology and metabolism.API ID32E.[].GLU	+
[].Physiology and metabolism.API ID32E.[].GAT	+
[].Physiology and metabolism.API ID32E.[].GAT	-
[].Physiology and metabolism.API ID32E.[].DARL	+
[].Physiology and metabolism.API ID32E.[].DARL	-
[].Physiology and metabolism.API ID32E.[].CEL	+
[].Physiology and metabolism.API ID32E.[].CEL	-
[].Physiology and metabolism.API ID32E.[].beta NAG	-
[].Physiology and metabolism.API ID32E.[].beta NAG	+
[].Physiology and metabolism.API ID32E.[].beta GUR	+
[].Physiology and metabolism.API ID32E.[].beta GUR	-
[].Physiology and metabolism.API ID32E.[].beta GLU	-
[].Physiology and metabolism.API ID32E.[].beta GLU	+
[].Physiology and metabolism.API ID32E.[].beta GAL	-
[].Physiology and metabolism.API ID32E.[].beta GAL	+
[].Physiology and metabolism.API ID32E.[].alphaMAL	+
[].Physiology and metabolism.API ID32E.[].alphaMAL	-
[].Physiology and metabolism.API ID32E.[].alpha GLU	+
[].Physiology and metabolism.API ID32E.[].alpha GLU	-
[].Physiology and metabolism.API ID32E.[].alpha GAL	+
[].Physiology and metabolism.API ID32E.[].alpha GAL	-
[].Physiology and metabolism.API ID32E.[].ADO	-
[].Physiology and metabolism.API ID32E.[].ADO	+
[].Physiology and metabolism.API ID32E.[].ADH Arg	+
[].Physiology and metabolism.API ID32E.[].ADH Arg	-
[].Physiology and metabolism.API ID32E.[].5KG	+
[].Physiology and metabolism.API ID32E.[].5KG	-
[].Physiology and metabolism.API 20A.[].SPOR	+
[].Physiology and metabolism.API 20A.[].SPOR	-
[].Physiology and metabolism.API ID32E.[].AspA	-
[].Physiology and metabolism.API ID32E.[].AspA	+
[].Physiology and metabolism.API 20STR.[].VP	-
[].Physiology and metabolism.API 20STR.[].VP	+
[].Physiology and metabolism.API 20STR.[].TRE	+
[].Physiology and metabolism.API 20STR.[].TRE	+/-
[].Physiology and metabolism.API 20STR.[].TRE	-
[].Physiology and metabolism.API 20STR.[].SOR	+
[].Physiology and metabolism.API 20STR.[].SOR	+/-
[].Physiology and metabolism.API 20STR.[].SOR	-
[].Physiology and metabolism.API 20STR.[].RIB	-
[].Physiology and metabolism.API 20STR.[].RIB	+
[].Physiology and metabolism.API 20STR.[].RIB	+/-
[].Physiology and metabolism.API 20STR.[].RAF	+
[].Physiology and metabolism.API 20STR.[].RAF	+/-
[].Physiology and metabolism.API 20STR.[].RAF	-
[].Physiology and metabolism.API 20STR.[].PYRA	-
[].Physiology and metabolism.API 20STR.[].PYRA	+/-
[].Physiology and metabolism.API 20STR.[].PYRA	+
[].Physiology and metabolism.API 20STR.[].PAL	-
[].Physiology and metabolism.API 20STR.[].PAL	+
[].Physiology and metabolism.API 20STR.[].MAN	-
[].Physiology and metabolism.API 20STR.[].MAN	+
[].Physiology and metabolism.API 20STR.[].MAN	+/-
[].Physiology and metabolism.API 20STR.[].LAP	-
[].Physiology and metabolism.API 20STR.[].LAP	+
[].Physiology and metabolism.API 20STR.[].LAC	+
[].Physiology and metabolism.API 20STR.[].LAC	+/-
[].Physiology and metabolism.API 20STR.[].LAC	-
[].Physiology and metabolism.API 20STR.[].INU	+
[].Physiology and metabolism.API 20STR.[].INU	-
[].Physiology and metabolism.API 20STR.[].HIP	+
[].Physiology and metabolism.API 20STR.[].HIP	-
[].Physiology and metabolism.API 20STR.[].GLYG	+
[].Physiology and metabolism.API 20STR.[].GLYG	+/-
[].Physiology and metabolism.API 20STR.[].GLYG	-
[].Physiology and metabolism.API 20STR.[].ESC	-
[].Physiology and metabolism.API 20STR.[].ESC	+
[].Physiology and metabolism.API 20STR.[].ESC	+/-
[].Physiology and metabolism.API 20STR.[].beta GUR	+
[].Physiology and metabolism.API 20STR.[].beta GUR	+/-
